File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
584217b0-d47d-4775-85a1-4fabad9065fb	e77be181-c686-4e02-80f6-dac52a80fb26.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6CS	TCGA-QH-A6CS-01A	Primary Tumor
efcb6834-fddf-4949-afd9-a304ec975214	1ad88d50-b62a-4a36-9304-958944b751f6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7882	TCGA-HT-7882-01A	Primary Tumor
7666dee0-b0d9-4d8d-9bf3-523404911891	0034ade0-ad0d-4aa9-9bac-67bdbd9793b2.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7603	TCGA-HT-7603-01A	Primary Tumor
78d859a8-013e-4b5e-b249-254c068f8b28	556d9aab-3c8c-44bc-a448-e705cec144cb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-6542	TCGA-DU-6542-01A	Primary Tumor
77c65607-14f8-4b5a-86dc-001b74491d3c	7e1fce07-169b-4131-b53b-70281d838639.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-E1-A7YS	TCGA-E1-A7YS-01A	Primary Tumor
1e858362-5bbd-41df-8874-ae2762793db5	31c0f61c-9677-47da-9914-960e397247da.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A6WP	TCGA-S9-A6WP-01A	Primary Tumor
2f7395bb-e95f-4217-b414-d9cdad6e7db8	f6c2ffd4-174f-4d63-8539-28d71abfe7d0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-RY-A845	TCGA-RY-A845-01A	Primary Tumor
9deb179e-1154-4b33-a4a3-51c15959c39d	da618276-f970-402d-a9fa-4c98e951557f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64S	TCGA-DB-A64S-01A	Primary Tumor
20280236-43e2-4ad7-850e-799e56a64837	099636bb-6e7c-4dbe-af50-2446df763663.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A7J0	TCGA-S9-A7J0-01A	Primary Tumor
a056eb7f-da99-40a6-8110-346d0b63309b	e134f43b-2188-4eae-bbcd-08bd5d23793c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-F6-A8O3	TCGA-F6-A8O3-01A	Primary Tumor
2ae2b86c-aee1-4727-9f00-df523451326c	9ffbc5a2-a358-402c-88be-39c4b81e1b76.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8166	TCGA-DU-8166-01A	Primary Tumor
a0cc109e-22da-4113-a63e-7a2392835d01	6fe364fb-d57e-4677-811c-d53535602669.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5854	TCGA-DU-5854-01A	Primary Tumor
33ec9e33-94d0-4f3f-af88-5acd3b22aa20	d1809e31-9cd9-482b-8354-74df0a7841c0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A731	TCGA-P5-A731-01A	Primary Tumor
3dc12318-9f95-477d-a95b-489c662a0819	396e7cac-91e6-493b-bddf-60e4d67d4107.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-8164	TCGA-DU-8164-01A	Primary Tumor
fea29800-84ad-4c17-8dca-9b7014bed5ae	3ef4f690-ac1d-4133-ac69-23af99bf10a0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8558	TCGA-HT-8558-01A	Primary Tumor
10949712-01e6-4fb5-b1eb-a4ca02435107	1d2a319d-c437-4479-9df8-dfbb040070b2.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6CZ	TCGA-QH-A6CZ-01A	Primary Tumor
806d612d-21e4-4eba-adde-98c6ed66e660	eb2b4dfc-be1f-4c32-bc9b-3f5af7b817c8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7R2	TCGA-S9-A7R2-01A	Primary Tumor
40152d2a-48e7-487b-a0e5-33e856f91bcf	e92dcfc6-d9d9-4525-910f-7a7c34478731.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8012	TCGA-HT-8012-01A	Primary Tumor
007e2a5f-1944-4cd8-837b-98525ffb1a41	8f92f2a4-9197-42ce-8942-3242ba63305f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-TM-A84F	TCGA-TM-A84F-01A	Primary Tumor
cba7403e-c44d-4626-9571-b242abcf0680	50e551a4-06dc-4bf4-a979-2552f1103f38.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-6290	TCGA-CS-6290-01A	Primary Tumor
94cadf9f-f0d7-4a5a-9623-c25556be8627	a48af111-b2df-4365-b8f7-c5206298b04f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-FG-5965	TCGA-FG-5965-01B	Primary Tumor
0aed5570-b805-4969-8bee-32b8254d7f71	6bd0295e-6ff0-48cd-ad52-d0f38c0ca9a7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-A5R7	TCGA-HT-A5R7-01A	Primary Tumor
cdc34dc1-a524-45ff-8940-53bd5431aeae	147c710f-ab6c-4a1f-b9c0-f621df74f762.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7309	TCGA-DU-7309-01A	Primary Tumor
5c705886-485c-48e2-8982-323b530650cd	56ee668f-8dfa-4ac8-930a-c6b809d6239a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A6TV	TCGA-S9-A6TV-01A	Primary Tumor
14adeb21-a997-4cb0-961f-cb46e5bc3eb8	b624c367-f73c-4086-8c15-e003a87732ec.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-7304	TCGA-DU-7304-01A	Primary Tumor
cdc93094-d28f-431f-8045-d6839bcfad7a	f05cd785-0dca-4848-8e7a-dc5118d1cfa8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64X	TCGA-DB-A64X-01A	Primary Tumor
0572b24c-2919-4386-9a7c-b6c811a3082c	d15bcf09-88ca-4c3b-9e29-463e71357e58.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-FG-5962	TCGA-FG-5962-01B	Primary Tumor
21a4d3c2-bcb7-4916-83d0-da4661814ff9	2bde6297-4c9a-4ce2-a6af-10455c192192.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-VM-A8CE	TCGA-VM-A8CE-01A	Primary Tumor
4bf81b2c-0ebb-4971-b655-7c1ee9271f77	d90565b5-52bf-4168-b6ed-5d46219f8e8b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A66F	TCGA-DH-A66F-01A	Primary Tumor
ae642c11-e98b-4ecb-9ebd-b270cba49913	e6ff6ba9-8b49-4af5-80b4-efcc9cc3136b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A4MX	TCGA-FG-A4MX-01A	Primary Tumor
0a1b60c9-0665-4cc9-bbde-47831884bd19	a97dadc9-d9da-458d-92cf-c76f0e85b89c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-8113	TCGA-HT-8113-01A	Primary Tumor
0e236ac2-b124-443e-93ae-1c6dae41fc03	f7941d8d-a8f1-4176-ab9f-aa0c31c4eaed.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-8011	TCGA-HT-8011-01A	Primary Tumor
8bf9db40-06a5-4820-aeb6-4627135904b8	03d786fe-f84f-4675-9d9c-dfc8801d4981.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-A7Z4	TCGA-E1-A7Z4-01A	Primary Tumor
b655f6df-5418-49a4-9b29-17043a3aea60	64177897-ec67-46b9-bf66-f81e6e2ce80e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A5TU	TCGA-DU-A5TU-01A	Primary Tumor
ef2e371f-4bbc-43ad-9341-b8f52acd26fb	57a77d9e-c513-475f-bd5d-896d28b19ac1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A70Z	TCGA-FG-A70Z-01A	Primary Tumor
32d3d4ef-25c5-4861-a1be-1b80bc50562a	661fe6f6-26a0-457e-9a24-ae56f0ec9106.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-VM-A8CH	TCGA-VM-A8CH-01A	Primary Tumor
ccd81e80-41eb-4e9a-9936-8b2bc8ac0911	4a8f238c-a68c-47d0-bfc4-3ae680d5a900.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-F6-A8O4	TCGA-F6-A8O4-01A	Primary Tumor
d6823319-c051-4dfa-aaed-fe720e3d01f8	3a298afd-0430-45b8-8276-00ef1f8dfc81.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6XA	TCGA-QH-A6XA-01A	Primary Tumor
7e783028-384f-431c-9ab6-65bd18a0d9d7	cfd39475-36d0-415f-8905-5c4b88fca039.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84T	TCGA-TM-A84T-01A	Primary Tumor
30eced42-0fcd-4d5c-bae4-24578e8c52ef	1352fffb-fd4a-473f-aab6-848f5ba25b87.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A89V	TCGA-S9-A89V-01A	Primary Tumor
105b5a6f-c31e-4a64-9981-cfda261200f8	b316b713-116b-4e7d-9e42-f3d581c84f08.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-A76K	TCGA-DU-A76K-01A	Primary Tumor
46068e68-f67a-4366-8897-e6c9f975426a	1599732c-da85-4192-a800-b4c479b89114.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-A5RA	TCGA-HT-A5RA-01A	Primary Tumor
7df2f9a2-b9bb-4b9f-bf2f-23ddc914ad75	b1170dc2-18bb-44d6-8595-66b2887cc8ac.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A4DV	TCGA-HT-A4DV-01A	Primary Tumor
5a65d2b4-cc4c-441b-9f83-277b23ea6dbb	fd4fb704-0f24-4ea1-9e88-61310afbb8e1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-E1-A7YU	TCGA-E1-A7YU-01A	Primary Tumor
0bedc502-d98c-4665-9118-1408b02219d9	652c8b46-e5b7-4a58-acfc-3e82dbb55e48.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-7689	TCGA-HT-7689-01A	Primary Tumor
2e7f2faf-4f56-49f6-82ca-6acf34633c44	816d1c10-f45b-47e6-b090-1d1989520bb6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7902	TCGA-HT-7902-01A	Primary Tumor
5e780b40-adcf-445b-9cfb-968e7ad2f46c	649a62be-e45c-4484-9562-188f88735700.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-6400	TCGA-DU-6400-01A	Primary Tumor
edbf49ee-7f63-4dfd-a2c7-0b6d5ebe8111	1be9778b-7fa2-4807-b6f4-2eebda72b2e3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A87Q	TCGA-FG-A87Q-01A	Primary Tumor
034b0049-dfc6-4022-bb86-6cb6eedee41f	8b6a624a-d073-42c6-be72-21683f9c8626.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6WP	TCGA-S9-A6WP-01A	Primary Tumor
6230b97e-9ac8-4575-a8eb-767221a77807	71e3ff84-ab49-4906-99de-3b873ea04c68.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-4943	TCGA-CS-4943-01A	Primary Tumor
7c991369-9f10-406e-a3f0-8408b8a970cd	469afb74-ff93-4015-8805-8812d486b31a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-TQ-A8XE	TCGA-TQ-A8XE-01A	Primary Tumor
b24d79e5-72b5-4052-93b6-69927c5f9161	72003782-a8a0-422a-aed6-a103eb09994b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A7UR	TCGA-DH-A7UR-01A	Primary Tumor
152107ca-07fe-49d7-abd4-b110ddc295d0	1b692409-eab8-4952-b286-4ee7ca25cd77.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-8564	TCGA-HT-8564-01A	Primary Tumor
ae41107c-b26a-4e44-aad9-5cf0119bb374	6b691f6e-e0ed-4d42-9956-0753dcf1ce0c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-E1-5319	TCGA-E1-5319-01A	Primary Tumor
1f471940-9cf2-4199-94c5-9ad57ad62a6d	88956de1-e6a5-425d-b7dc-2e095c7effee.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A7UT	TCGA-DH-A7UT-01A	Primary Tumor
59f559c1-6135-403b-b95d-0395ea4e34f2	4dc7a327-d124-47e2-80f6-cc2b26497abe.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-KT-A7W1	TCGA-KT-A7W1-01A	Primary Tumor
e1e2d411-7ab8-481f-bfb3-6821202c8fc8	9bd87b74-07eb-4770-99ac-d61b246f8a92.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-FG-A713	TCGA-FG-A713-01A	Primary Tumor
08a25f98-88c4-4ca7-8b05-c41989af3a91	fedabcb6-dbe9-4f11-9a97-31ad851a0f32.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7483	TCGA-HT-7483-01A	Primary Tumor
652d087d-406d-439c-b58d-7c49600c86d3	5a32a037-40c9-47d2-afa3-d853571402ea.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7IZ	TCGA-S9-A7IZ-01A	Primary Tumor
bc63b8c8-cf86-4695-95e6-7e79266bd903	4b95e59d-d5e4-43f0-8ba9-1d30822630eb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7605	TCGA-HT-7605-01A	Primary Tumor
aeb1708b-8118-4420-ac15-3887e25704be	e914bb4c-f87a-44ba-bea8-2be11e8101e6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A6UA	TCGA-S9-A6UA-01A	Primary Tumor
355eec1b-326e-4867-8486-912f478138ae	5237d2f6-7bfe-4347-82d6-caebb8781ef9.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7875	TCGA-HT-7875-01A	Primary Tumor
84d3baec-bf58-4d47-bb6a-20b50359c9f7	388b8a20-0fc8-406f-bd6e-90ddb0da95e2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A7R2	TCGA-S9-A7R2-01A	Primary Tumor
1ca4b3cf-f689-49bd-8000-3a81cd25e55f	2c387296-bdce-42aa-8b52-f36eb930ce19.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A870	TCGA-QH-A870-01A	Primary Tumor
a8d0bc48-ff1e-42db-a9b8-c943c668a082	7f95af53-4142-46f4-9e1e-2c3a36c8b5b0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-FG-A60K	TCGA-FG-A60K-01A	Primary Tumor
9b96d50b-95be-495d-9ef5-8b82eb9f1ccb	a8647c91-df83-4e88-aff2-d2ab1762e4dc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-A7TB	TCGA-DU-A7TB-01A	Primary Tumor
f68707e9-4552-4604-87cc-93bd36b1bd59	e2d5625d-6af1-47a9-9b5e-b0c522f0375e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A6WO	TCGA-S9-A6WO-01A	Primary Tumor
07d67787-7110-4ee2-a863-bf1769ddcaff	53e8e853-ec27-4630-9047-e3cd0564795d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DH-A66B	TCGA-DH-A66B-01A	Primary Tumor
5e7b80d9-f005-49f6-9da7-d56e5cafb8ce	aa945e1e-0c0c-4276-a2de-69c3c4c143a9.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A5RA	TCGA-HT-A5RA-01A	Primary Tumor
a8415d7a-4a1c-4134-be19-5c75ee5b5eed	df6890b5-9306-48b5-8cfb-25e6bfb55033.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-E1-A7Z4	TCGA-E1-A7Z4-01A	Primary Tumor
d149b568-a817-4400-a269-8a960808f25e	af007819-a1fc-470c-92d5-07a57b22621f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-P5-A781	TCGA-P5-A781-01A	Primary Tumor
ac0db258-dab7-44bc-b8af-f62607327882	181c608a-8f94-4c6a-babb-0ba50c1d98ff.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6TW	TCGA-S9-A6TW-01A	Primary Tumor
e57485a9-1a25-48ca-9451-f449fd4ad798	7aee2f4b-2947-4f23-82c3-a23d31a1aa86.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A74H	TCGA-HT-A74H-01A	Primary Tumor
84cb363a-0a9a-42ed-8e34-8ecca511d3ae	c76cb0d5-38af-4779-9633-157f6bd7126e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A89V	TCGA-S9-A89V-01A	Primary Tumor
92a2daf0-2b79-42ef-880d-e3c5d1b82d96	6e6d808e-a80f-4f34-a6e7-ac5f10a0bf0c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7294	TCGA-DU-7294-01A	Primary Tumor
5c31c7b2-afd3-4984-8a3f-8ae5e5225c0a	a0a0da2d-8da4-4fe3-8d1c-2a5e2284d477.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RJ	TCGA-TQ-A7RJ-01A	Primary Tumor
7ce83484-662f-4d0a-9943-9557df25e85b	cb9840c8-6dbf-4d1d-8e96-e36cfd45bbf9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-7686	TCGA-HT-7686-01A	Primary Tumor
b97629cd-fadf-42f7-8d35-ddffd59b07b2	f15d0ed5-8aff-4c7c-8dc9-8aa7cb6c91ed.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DB-5281	TCGA-DB-5281-01A	Primary Tumor
cfc93017-7812-4370-8256-4718f141812f	68b88d3f-5d5c-4602-9775-1045871a2691.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-E1-5311	TCGA-E1-5311-01A	Primary Tumor
d40ff203-b6f4-4d00-ab98-12d2a0708242	8e1ffdc2-b7ab-450b-b6da-2234aa78626a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8564	TCGA-HT-8564-01A	Primary Tumor
b327a622-3706-4a12-88a8-6db2dc73475b	f857575f-94b7-4415-af8e-8adecd9d166c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-RY-A83X	TCGA-RY-A83X-01A	Primary Tumor
6737dcaf-b459-4164-b507-e9ce827d7e2e	4c82cf69-4ddc-4ac1-bd91-689422226478.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-RY-A83Z	TCGA-RY-A83Z-01A	Primary Tumor
3ce124f8-4b72-42f3-91ca-ccb8986b37ea	bd2de7d4-43e6-44a9-acc4-98934dab93a1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-5273	TCGA-DB-5273-01A	Primary Tumor
204d1acd-98b1-4903-a31d-1d3a90f40d27	935abc0e-ef01-4af2-b97d-4ed2eda30152.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-QH-A65V	TCGA-QH-A65V-01A	Primary Tumor
99fb977c-93ba-41a4-a796-efa010b367f4	6128e95c-1264-40b8-89e9-95b8ef109b8c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-A5TY	TCGA-DU-A5TY-01A	Primary Tumor
dab7f981-f90d-4bb3-b057-dcf4de3cb879	79460ee3-d4ba-4916-930c-7fb16b1a7137.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-FG-7638	TCGA-FG-7638-01B	Primary Tumor
1a6c937f-511b-4f71-90c4-e53df3061468	533fd3f0-3a2c-4c40-bac0-ef736991829c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A5TW	TCGA-DU-A5TW-01A	Primary Tumor
6ea83fe1-5c3d-4618-a9b7-cdbcf137fe8d	cede85e8-9689-4990-b0da-99527a2ac538.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-7309	TCGA-DU-7309-01A	Primary Tumor
1eee400c-1da9-424f-90d8-5fd5b02accb5	9b217436-8a8b-4712-b6c8-e56befc014fb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-VM-A8C8	TCGA-VM-A8C8-01A	Primary Tumor
0728e690-e97f-4da8-a1d3-47dc60f38291	cd5f0be9-9011-4826-99bc-2850f878ee4e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-A7YW	TCGA-E1-A7YW-01A	Primary Tumor
8778280c-6313-476a-b5ca-0632b501ac47	62bd5cff-1628-4e6f-a66e-b03123cbf44f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-VM-A8CD	TCGA-VM-A8CD-01A	Primary Tumor
eaeed601-e6de-4e7c-b63d-143da8967777	caf5e5d2-18bf-4f59-a113-83795a56814e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-6399	TCGA-DU-6399-01A	Primary Tumor
36f1edf2-8814-4615-820c-ee5fb2388494	08fef39c-39be-41a8-80a9-be817d5ce44e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RH	TCGA-TQ-A7RH-01A	Primary Tumor
1048df9e-785f-44be-916b-b8eb0c73cfee	0e24bd28-e056-46e9-bb4a-67dff5a4e83c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A5R7	TCGA-HT-A5R7-01A	Primary Tumor
bf8a0edf-9480-4e91-92cc-eea1a95e507c	92011400-8cd9-48f6-8717-f1f1c15b2700.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HW-7495	TCGA-HW-7495-01A	Primary Tumor
98d518f4-6658-47d7-ae2d-3e2edef4331d	0b82329b-b34a-4cf5-ae33-f774c6401745.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RV	TCGA-TQ-A7RV-01A	Primary Tumor
516a3f79-10e9-4b00-8d9f-b020005140ec	b22c6fe4-26c6-4855-8373-eba76e3d6d76.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-6393	TCGA-DU-6393-01A	Primary Tumor
fac6b010-798c-40a6-afc6-cc0288b23e67	6ca75a29-a0e5-4f66-b3e4-d64aaba883b3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HW-8322	TCGA-HW-8322-01A	Primary Tumor
a6e23a7f-e4b8-4109-b644-117474883f05	e41986fd-01a8-4b32-acce-b0e50b08b4a2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A7IZ	TCGA-S9-A7IZ-01A	Primary Tumor
814b3224-e145-4da5-bb30-6ceeeddcc84d	c1a2fd0e-1ded-4ca4-975e-85193b9fb20e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-7693	TCGA-HT-7693-01A	Primary Tumor
a0b36c35-1d6f-4fb1-97d6-a1c7d6ef3541	52690fbd-b6dd-43b3-b301-0c5a53a06119.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A72U	TCGA-P5-A72U-01A	Primary Tumor
